Material,Total Qty
35000488,"6,496"
20053972,3
20004525,2
20004555,1
20005566,2
20005261,30
20005565,2
20010782,2
20010844,2
20010846,3
20001125,1
20004560,2
20005828,1
20010904,23
20010931,7
20010982,5
10004342,50
10058886,1
10058901,1
20003835,167
20053319,2
30000826,2
30000965,1
20008892,729
20005369,2
20221006,2
20225197,2
20008387,84
20008536,188
20008894,16
30003542,1
20011469,62
20011698,16
20052788,102
20015764,1
20052819,8
20015608,2
20007203,35
20011643,30
20016031,4
30016114,48
20015469,4
20057440,4
20057418,10
20051122,1
20011858,1
20002401,47
20009918,2
20052805,590
30016294,7
20015981,984
20051000,1
20050981,22
20054253,2
20051948,1
20057414,20
20001749,2
20011794,49
20001748,1
20051213,1
20001747,2
20051228,1
20014698,1
20051400,6
20013186,4
20051131,10
20051488,1
20011826,2
20006902,1
20052193,4
20051186,1
20051482,1
20007982,3
20050999,1
20051495,1
20052268,3
20051325,1
20050988,6
30016166,2
30016166,9
20002417,18
20069421,1
20052776,660
20001176,1
20051196,10
20016033,1
20098976,11
30006663,650
30005102,20
20008052,6
30019764,6
30011287,4
30011217,4
30016235,24
30009525,6
20052743,11
30019774,24
30009478,92
30008901,1
40200072,60
10116267,1
10029722,1
20053069,2
20052208,5
20014708,15
20004144,9
20004195,5
20060380,1
20060466,1
20060467,1
20060492,20
20060493,1
20060494,1
20060498,1
20060499,2
20060500,2
20060531,1
20060540,3
20060567,12
20060579,7
20060581,1
20060591,27
20060607,1
20060615,1
20060619,13
20060620,24
20060630,1
20060632,2
20060635,1
20060636,4
20060638,11
20060640,2
20060787,1
20060794,1
20060807,1
20060809,1
20060819,1
20060863,12
20060898,5
20060925,2
20060932,1
20060943,1
20060947,2
20060952,2
20060989,4
20060996,4
20060997,1
20061025,2
20061026,1
20061037,49
20061067,1
20061068,1
20061069,1
20061070,1
20061075,1
20061077,1
20061078,1
20061079,1
20061080,1
20061081,1
20061082,1
20061101,5
20061102,6
20061191,2
20061694,3
20061707,5
20062709,9
20062940,167
20062966,4
20063060,9
20063132,3
20063189,1
20063190,1
20063191,1
20063192,1
20063199,50
20063202,2
20063204,1
20063249,1
20063265,46
20063287,2
20063330,1
20063354,2
20063356,1
20063360,1
20063362,1
20063364,2
20063366,2
20063368,1
20063371,2
20063373,1
20063374,1
20063375,1
20063376,2
20063377,1
20063378,4
20063380,1
20063383,7
20063384,1
20063386,1
20063389,1
20063392,1
20063394,1
20063396,6
20063397,1
20063411,12
20063412,2
20063414,2
20063415,1
20063416,4
20063421,1
20063422,7
20063423,14
20063594,1
20063627,2
20063629,2
20063705,1
20063706,1
20063716,1
20063717,1
20063722,1
20063723,2
20063728,2
20063729,1
20063740,5
20063741,5
20063742,1
20063743,1
20063745,1
20063748,1
20063825,5
20063871,2
20063905,1
20063941,1
20063948,1
20063956,1
20063964,3
20063975,3
20063978,2
20063979,6
20063985,1
20063986,1
20063998,39
20064101,2
20064104,2
20064105,4
20064106,2
20064107,6
20064108,6
20064109,1
20064110,1
20064111,1
20064113,1
20064116,2
20064118,2
20064119,2
20064124,9
20064125,2
20064158,3
20064164,4
20064166,1
20064171,3
20064173,1
20064183,21
20064201,8
20064203,1
20064204,2
20064205,50
20064206,1
20064222,20
20064223,2
20064224,1
20064225,2
20064228,1
20064232,2
20064233,1
20064234,1
20064238,2
20064242,1
20064243,1
20064244,1
20064248,1
20064249,1
20064322,49
20064326,9
20064328,1
20064330,4
20064333,1
20064334,10
20064458,13
20064463,4
20064472,40
20064473,2
20101406,2
20101407,2
20101408,1
20101412,2
20101525,1
20101526,1
20101527,1
20101533,1
20101541,1
20101544,1
20101548,1
20101549,1
20101550,1
20101553,4
20103386,2
20103397,1
20210222,1
20210223,1
20210225,1
20210226,1
20210227,1
20210228,1
20210229,1
20210230,1
20210232,1
20210234,1
20210240,1
20210242,1
20210243,1
20210244,11
20210246,1
20210247,5
20210248,1
20210250,1
20029719,5
20050081,6
20058785,2
20210109,1
20210112,2
20210119,1
20210135,2
20210148,1
20210417,1
20210434,1
20210435,1
20211277,1
20211535,1
20211540,1
20211576,1
20211720,1
20211721,1
20211755,1
20211756,2
20211799,1
20211871,1
20214069,1
70102250,9
70102271,2
80100790,3
30005100,3
20016041,2
20008803,2
20051627,3
30016144,8
30016080,6
30016085,7
30016092,9
20052811,22
20001031,1
30016152,32
30002340,38
30002361,12
30016179,16
30016197,34
30016177,18
30016260,17
20052801,25
30002449,4
30016168,54
20052748,20
30002336,13
30002341,28
30016161,98
30006783,98
20008056,6
20015928,12
20001173,9
20001178,18
20001179,6
20012767,1
20012768,4
20000961,11
20000962,24
20006735,3
20006770,4
20006838,14
20006852,12
20006882,7
20015168,8
20015170,8
20015190,2
20015206,3
20015225,12
20015252,14
20015377,3
20015392,6
20010435,2
20010451,2
20010495,4
30002517,2
20010413,1
20010474,1
20010524,4
20006708,58
20006718,5
20006722,3
20006772,23
20006784,7
20006785,17
20006819,6
20006822,5
20015165,12
20015166,11
20015169,14
20015174,37
20015177,2
20015186,5
20015194,7
20015196,7
20015207,1
20015222,4
20015404,2
20000971,12
20006844,2
20015167,9
20015173,3
20015182,12
20015189,2
20015238,2
20015245,1
20006761,5
20006787,29
20006806,3
20006823,14
20015179,5
20015185,10
20015203,7
20015210,3
20015211,4
20015215,2
20015224,3
20015243,3
20016191,6
20001600,1
20009948,6
20010067,1
20015201,14
20015257,2
20000999,6
20006781,7
20006825,5
20008052,10
20008836,4
20010674,4
20015172,2
20015193,6
20015216,4
20015220,1
20015221,3
20015223,4
20015227,4
20015234,3
20015237,2
20015241,3
20015242,2
20015254,4
20015391,6
30001792,1
20067218,3
20067219,2
20001019,21
20001048,2
20006794,20
20006827,13
20011877,5
20015171,4
20015197,2
20015213,3
20015218,14
20015253,5
20015381,3
20015402,18
20015441,2
20015453,2
20065029,8
20066663,1
20106607,5
20006799,3
20015200,3
20015202,3
20064985,2
20065017,10
20066668,1
20006828,2
20010004,2
20010014,6
20015191,2
20015228,2
20015240,1
20015376,2
20050866,9
20057128,3
20064995,6
20065030,3
30016278,18
20002405,10
20010667,5
20051012,10
20064979,2
20064997,2
20065011,5
30012025,23
20007924,3
20008570,3
20008691,4
20051831,5
20051896,2
20052536,1
20064978,4
20064984,3
20064996,1
20065022,4
30011559,13
30011586,25
30011587,13
20001329,3
20008026,5
20008079,31
20008393,5
20010490,2
20050809,7
20050891,6
20052117,2
20010509,2
20010522,6
20007904,11
20007929,2
20007953,5
20007963,11
20007995,15
20008025,14
20008651,5
30001575,4
30004588,1
20052082,14
20008390,9
20008417,11
20008418,2
20008423,5
20008466,10
20008481,4
20008492,5
20008548,3
20008598,4
20008619,13
20008650,10
20008690,15
20008753,10
20009135,12
20009137,9
20009917,4
20009919,2
20010060,3
20008759,2
20007015,7
20007921,9
20008596,3
20052086,14
20002458,2
20015748,1
20016099,30
20051161,3
20051863,5
20009197,5
20001841,2
20004067,1
20009185,3
20011715,19
20012256,3
20012800,1
20016012,2
20007961,18
20066667,2
20064992,1
20064992,1
20067502,1
20014880,1
20015620,"1,480"
20066576,1
20097977,69
20008391,12
20009199,6
20010010,3
20011624,10
20051074,6
20106578,1
20218927,9
20008620,11
20011407,8
20016016,"3,628"
20051328,9
20106579,1
20106581,1
30012051,11
20008472,9
20008605,5
20010165,4
20012208,11
20014879,1
20066831,1
20008117,8
20012181,8
20011849,10
20014814,4
20014818,4
20051441,7
20051984,5
20001848,1
20006747,8
20006791,3
20007008,1
20008053,1
20008104,13
20010054,8
20011708,28
20011865,6
20012880,3
20014838,4
20016011,8
20050871,8
20015596,64
20051080,35
20015121,6
20051025,30
20051849,35
20051881,25
20001004,"1,556"
20006939,56
20012118,15
20014926,2
20015008,1
20015982,57
20052737,"1,346"
20052744,987
20052810,"1,556"
20012116,13
20014954,2
30004579,2
20014764,3
20001109,15
20001286,3
20009096,2
20011859,2
20016189,2
30001791,2
20010356,1
30001795,2
20051003,4
20007018,4
20013669,16
20001192,2
20010011,2
20014798,4
20007019,6
20001267,1
20006881,4
20008567,1
20011290,27
20011390,1
20011447,3
20050868,4
20050968,37
20052286,12
20052542,3
20065031,11
20007843,5
20009922,4
20014696,96
20010449,2
20010471,1
20001110,78
20006776,105
20007025,12
20008010,2
20009184,7
20009902,15
20010304,2
20011664,2
20012122,19
20012255,8
20050887,18
20050912,1
20052063,32
20052112,8
20052113,7
20052596,11
20052755,1
30016079,11
20051532,2
20008663,2
20015361,2
20015940,9
20016193,8
20016225,9
20051145,15
20053007,4
20007948,5
20012341,36
20051227,5
20052525,3
20010410,2
20010421,2
20004033,1
30001793,2
30009248,9
30011536,1
30012039,2
20010115,3
20010116,3
20010125,5
20010126,5
20010109,3
20010110,3
20010112,1
20010133,1
30011538,1
30011984,2
20010129,7
20010130,7
30001947,1
30011571,1
20010119,6
20010120,6
20010123,5
20010124,5
20010127,10
20010128,10
30001858,28
30001900,15
30011581,1
30001869,24
30003736,4
20006740,2
30001862,12
30001897,20
30012149,6
30012053,19
30011552,2
30011562,1
30001837,2
30011590,5
30011982,1
30011999,3
30011539,5
30011551,1
30012144,6
30001855,12
30011570,2
20066578,1
30011555,2
30012016,2
30012105,1
30011556,2
30012076,1
30012002,18
30011549,1
30011553,1
30011564,3
30011544,3
30001851,18
30001884,4
30001838,2
30001860,4
30011579,7
30011585,3
30011558,3
30011990,2
30055825,2
30011993,4
30011989,13
30011550,2
30012074,1
30011540,2
30011537,1
30011563,1
30011577,2
30011986,2
30011998,9
30011595,1
30011992,20
30011548,2
30011546,4
30011352,2
30011353,2
30011535,1
30001881,6
30001885,5
30001890,2
30001891,2
30001513,2
30002025,6
30011988,3
30001896,14
30001849,10
30001846,4
30001899,6
30001835,4
30001856,8
30001861,14
30001859,20
30001840,3
30001833,8
30001834,8
30001878,9
30001975,2
30001976,2
30001874,22
30001880,6
30001912,6
30001882,2
30002740,1
20016220,10
30004725,3
30003593,1
20009853,4
20009854,16
20065005,6
30012045,15
30012056,14
20003822,1
20010051,2
20001220,10
30012136,25
30011591,1
30012026,29
20013647,14
20008562,5
20051846,1
20009065,2
20012177,1
20014625,12
20051211,2
20057449,1
20006720,3
20006849,1
20011933,2
20015768,6
30018932,10
20052104,7
20015577,4
20051129,2
20054274,1
20015774,4
20016065,1
20051134,1
20016105,15
20067743,36
20008541,8
20067746,13
30016153,1
30016209,1
20008048,1
20051018,1
20007937,8
20000995,5
20007219,2
20008451,17
20009181,1
20015839,14
20050897,8
20008784,3
20015154,2
20011287,22
30001948,1
30004981,1
30001893,2
20014904,2
20014905,3
20106684,10
20106685,10
30001522,1
30001852,1
20217704,4
20015589,96
30002460,1
30005531,1
30011575,42
30002991,1
30011898,1
20064988,15
20066649,1
30002747,2
20013752,24
20050977,13
20080443,1
20090025,2
20090965,1
20093769,2
30011576,40
30012162,9
30012162,9
20052832,91
20052833,100
20009240,10
20005081,2
20011599,2
20012031,4
20012228,3
20011284,8
20052620,1
20066599,1
30002913,6
20004097,6
20007955,6
20010148,39
20000982,6
20002239,4
20011567,2
20052311,5
20009024,1
20010599,1
20010600,1
20006673,41
20007849,1
20052068,4
20012359,33
20016222,6
20012360,36
20016144,1
20050829,2
20001887,6
20009119,1
20050855,1
20050954,1
20054165,40
30012161,14
20050970,18
20002394,406
20002394,4
20011678,"3,319"
20016307,"1,711"
20052792,28
20052797,55
20052831,25
20010704,1
20015054,5
20007806,7
20007809,34
20015741,12
20015841,37
20001790,3
20008401,2
20014376,1
30001684,4
30010525,10
20010649,3
20057469,1
30004969,1
20011621,9
20011695,6
20014707,10
20014708,22
20050906,7
20050952,5
20050969,5
20053044,6
20106582,4
20106583,4
20106584,6
20106598,2
20106599,2
20106606,7
20009855,4
20009856,4
20106754,64
30016044,18
30016144,20
30016158,13
30016165,17
30016238,3
30016244,3
30016260,10
20001793,6
20008604,4
20009757,2
20010648,1
20011781,4
30003476,10
30005185,8
30005689,3
20006850,1
20007814,5
20010192,1
20012021,1
20016284,6
20016291,3
20051877,4
20052003,2
20052055,4
20052102,1
30005479,1
30011410,5
30011703,3
30016160,20
20002389,7
20002402,33
20007855,9
20051009,19
20051516,4
20007973,2
20008634,2
20008661,21
20008662,6
20008801,2
20050801,1
20050817,1
20054204,1
20054233,1
20010411,7
20010423,7
20010424,10
30017725,2
10096664,200
35002478,11
35002479,11
35002480,11
40200186,1
40200189,1
40200190,2
40200255,1
40200287,1
40200288,1
40200385,1
40200387,1
70100287,1
70100289,2
70100290,4
70100291,1
70100292,1
70100294,2
70100295,1
70100296,1
70100297,1
70100298,2
70100299,1
70100300,1
70100301,1
70100302,1
70100303,1
70100304,1
70100305,1
70100306,1
70100307,1
70100308,1
70100309,1
70100310,1
70100311,1
70100312,1
70100313,1
70100314,2
70100315,3
70100316,1
70100317,4
70100318,1
70100319,1
70100320,1
70100321,1
70100322,1
70100323,1
70100324,1
70100325,2
70100327,2
70100328,1
70100329,1
70100330,1
70100331,2
70100332,2
70100333,1
70100342,1
70100343,1
70100344,2
70100345,1
70100351,4
70100354,5
70100358,2
70100363,1
70100367,1
70100368,12
70100373,2
70100374,2
70100375,2
70100376,1
70100396,10
70100401,1
80100853,3
80101018,231
80400231,1
80400236,1
80400249,1
80400253,1
80400264,1
80400266,1
80400268,1
80400292,1
80400293,1
80400301,1
80400311,1
80400315,1
80400320,1
80400321,1
80400348,1
80400350,1
80400364,1
80400366,1
80400367,1
80400368,4
80400372,1
80400388,1
80400389,1
80400390,1
80400392,1
80400415,1
80400418,1
80400420,1
80400430,1
80400477,1
80400481,1
80400493,1
80400497,1
80400503,1
80400504,1
80400507,1
80400510,1
80400511,1
80400513,1
80400514,1
80400529,1
80400533,1
80400535,1
80400538,1
80400539,1
80400545,1
80400550,1
80400552,1
80400556,1
80400560,1
80400564,1
80400567,1
80400569,1
80400570,1
80400573,1
80400574,1
80400590,1
80400607,1
80400608,1
80400610,1
80400619,1
80400630,1
80400631,1
80400638,1
80400643,1
80400668,1
80400671,1
80400672,1
80400678,1
80400679,1
80400680,1
80400681,1
80400682,1
80400688,1
80400694,1
80400699,1
80400702,1
80400704,1
80400724,1
80400725,1
80400726,1
80400733,1
80400744,1
80400746,1
80400747,1
80400751,1
80400752,1
80400755,1
80400756,1
80400767,1
80400771,1
80400774,1
80400795,1
80400799,1
80400802,1
80400810,1
80400829,1
80400834,1
80400835,1
80400836,1
80400837,1
80400838,1
80400839,1
80400840,1
80400841,1
80400842,1
80400843,1
80400844,1
80400845,1
80400847,1
80400849,1
80400851,1
80400853,1
80400854,1
80400858,1
80400859,1
80400860,1
80400865,1
80400868,1
80400870,1
80400871,1
80400872,1
80400873,1
80400884,1
80400886,1
80400890,1
80400891,1
80400894,1
80400895,1
80400896,1
80400902,1
80400915,1
80400918,1
80400921,1
80400933,1
80400935,1
80400939,1
80400940,1
80400942,1
80400943,1
80400950,1
80400955,1
80400960,1
80400964,1
80400971,1
80400974,1
80400976,1
80400979,1
80400981,1
80400982,1
80400989,1
80400994,1
80400995,1
20079823,2
20059867,1
20059868,3
20059869,2
20059870,1
20059876,1
20059884,2
20059952,4
20059955,10
20059995,3
20060005,1
20060008,1
20060055,1
20060056,2
20060058,2
20060070,5
20060094,1
20060097,3
20060105,1
20060108,1
20060111,1
20060122,1
20060147,3
20060148,2
20060160,1
20060166,2
20060168,1
20060182,1
20064632,3
20064668,2
20064677,1
20064683,3
20064884,1
20064886,1
20064897,1
20065319,3
20065320,3
20067755,1
20067767,4
20067768,2
20067772,2
35000251,13
35000253,904
35000261,1
35000262,4
35000274,1
35000277,9
35000278,35
35000279,20
35000280,1
35000284,1
35000286,1
35000306,18
35000310,7
35000323,2
35000337,5
35000338,4
35000339,13
35000341,1
35000344,2
35000365,1
35000374,7
35000399,3
35000400,3
35000401,4
35000402,4
35000409,2
35000410,2
35000413,2
35000414,40
35000415,1
35000419,1
35000424,2
35000426,1
35000428,1
35000429,2
35000432,1
35000435,4
35000443,10
35000445,120
35000456,4
35000462,1
35000480,7
35000482,2
35000485,2
35000486,1
35000494,12
35000495,3
35000497,2
35000500,1
35000501,1
35000503,8
35000504,8
35000505,8
35000506,8
35000521,1
35000583,3
35000586,1
35000604,2
35000611,1
35000612,1
35000614,1
35000615,2
35000616,1
35000617,4
35000618,1
35000619,1
35000620,1
35000621,3
35000622,1
35000623,1
35000626,1
35000629,1
35000630,1
35000631,1
35002388,28
35002401,4
35002406,2
35002410,1
35002415,2
35002416,1
35002436,1
35002443,17
35002444,1
35002452,2
35002481,2
35002486,2
35002487,4
35002489,7
35002490,4
35002500,1
35002501,7
35002503,1
35002504,3
35002505,8
35002508,3
35002509,8
35002510,4
35002511,3
35002512,1
35002513,1
35002522,1
35002528,1
35002531,2
35002534,5
35002539,1
35002541,6
35002544,1
35002545,6
35002554,3
35002557,5
35002559,13
35002565,10
35002566,10
35002570,19
35002575,13
35002580,1
35002582,3
35002583,9
35002585,4
35002586,14
35002589,3
35002591,2
35002596,11
35002598,3
35002609,1
35002611,1
35002621,1
35002626,1
35002633,1
35002635,1
35002636,6
35002638,1
35002646,1
35002649,1
35002658,6
35002662,1
35002669,4
35002673,7
35002678,2
35002682,5
35002683,7
35002701,2
35002702,1
35002703,1
35002708,1
35002725,3
35002729,2
35002745,2
35002751,1
35002755,3
35002761,1
35002762,2
35002780,4
35000384,"2,285"
35000248,32
35000387,"1,635"
35000240,1
35000342,12
20011688,3
20011688,1
20015585,3
20015585,1
20065527,1
30000352,1
30000353,5
30004595,3
20035671,4
20055215,1
20064561,4
20064567,2
20064597,6
20064603,1
20064608,1
20064610,2
20064736,1
20065081,2
20065087,1
35000260,1
35000276,1
35000305,1
35000444,3
35002502,20
35002520,5
35002521,1
35002543,3
35002578,3
35002579,3
35002592,2
35002593,1
35002594,1
20008715,4
20011783,10
20052150,3
20053040,6
20006996,1
20052022,4
20006763,5
20006789,3
20015941,46
20008714,6
20015737,40
20015787,31
20016093,30
20050965,12
20051224,2
20051731,27
20051843,5
20052062,10
30016113,9
20007944,4
20011212,11
20016047,40
20010258,2
20016056,22
30004172,1
20008898,3
20012040,3
20051037,4
20006730,1
20010699,5
20000979,19
20016064,19
20052746,56
20007988,1
20012180,1
20015259,5
20051949,1
20015970,1
20016224,15
20051376,5
20015588,2
20015854,1
20015943,21
30004691,1
30004710,1
20001223,23
20008701,1
20012186,2
20007009,6
20016081,7
20052767,27
20008400,41
20008480,6
20011980,1
20010286,5
20011277,5
20050911,2
30016056,4
30016056,7
20007810,18
20011782,13
20056813,5
20007813,8
20007850,1
20050798,1
20011759,1
20012098,14
20050995,2
20052230,12
20007848,4
20050816,6
20050821,3
20074781,2
20008615,1
20050898,6
20009054,11
20009057,13
20009059,9
20009091,1
20050806,3
20050839,3
20050888,2
20050948,3
20051732,28
20011469,22
20008072,2
20009930,2
20015204,9
20016200,10
20009040,1
20051296,2
20011835,8
20016299,6
20011697,16
20011853,12
20002391,8
20009933,7
20011756,1
20010152,40
20052039,1
20006732,1
20009167,1
20011847,2
20012246,1
20016281,2
20016292,1
20011211,43
20015786,1
20052065,1
20057448,2
20002420,7
20014956,1
20009147,2
20010149,41
20016119,1
20052739,6
20052751,16
20010150,10
20012330,29
20057417,2
30011931,1
20008406,4
20008595,1
20052759,20
20011093,5
20052734,224
20006845,36
20001697,4
20006723,5
20011767,2
20051499,1
20057072,20
20008458,1
20008673,26
20008697,1
30018937,1
30003395,2
30005460,4
30005854,28
20050881,2
20007941,6
20011646,1
20057491,50
20050854,1
20050900,8
20008965,6
20008976,2
20014781,1
20014950,2
20014951,3
20009060,8
20014799,1
20008916,1
20014822,1
20014894,1
20008465,4
20008917,2
20014823,2
20000963,17
20009935,24
20002387,45
20056675,1
20016037,49
20001854,1
20008022,1
20008721,8
20008722,12
20002434,26
20006713,2
20011897,12
20015818,8
20016076,8
20057429,2
20057428,2
20013550,5
20007914,1
20009116,3
20051587,3
20052732,398
20052732,226
30001543,4
20009929,10
20057432,3
20057433,3
20057447,2
20050973,3
20050972,3
20007853,10
20008468,3
20016298,6
20009146,1
20011969,6
20057446,2
20008373,43
20009904,9
20010071,1
20011443,7
20011616,70
20056873,6
20056874,6
30004558,2
30016259,11
20009903,8
20011649,4
20008513,15
20054275,4
20010018,26
20007978,4
20011879,2
20015956,1
30004111,2
30011660,2
20008973,1
20011863,3
20008402,6
20009932,1
20054225,6
20005080,2
20009071,8
20011368,9
20011939,1
20014952,2
20016129,3
20016130,5
20008433,2
20052042,3
20011753,3
20011754,1
20011837,2
30012372,12
20008437,3
20011438,11
20051309,1
20009908,11
20008055,17
20008764,3
20008811,2
20011578,6
20006734,5
30001704,4
30001740,4
30001743,2
30001787,3
30001788,1
20009224,4
30002327,2
30002329,2
30002357,3
30011602,1
20051055,2
20008057,2
30011697,18
20051053,2
20056895,3
20006963,2
20008812,7
20008769,2
20008770,2
30004597,1
20051015,2
20010021,9
20011382,10
20009891,2
20011707,20
20008006,4
20052895,5
20057243,35
20006754,12
20008034,2
30016116,7
30011435,15
20008086,13
20050880,2
20001371,1
30011857,352
20011656,6
20014665,5
20052081,1
20057461,11
20006672,90
20012095,6
20106608,11
20010163,51
20007852,2
20054223,4
20001779,1
20002459,3
20008760,2
20051144,4
20001814,11
20006731,8
20006969,4
20008087,3
20008568,1
20008875,50
20008941,1
20008942,1
20009073,2
20010164,6
20010407,30
20011700,162
20011725,1
20011809,5
20014815,1
20016015,3
20016139,7
20051453,3
20052287,5
20052807,523
20052807,19
20052807,1
20101313,2
70100336,2
70100337,2
20001028,12
20011963,24
20052783,90
20052783,8
20052753,5
20052815,1
20006837,16
20057360,5
20057361,3
20009925,5
20010053,1
20009860,13
20009861,13
20050811,3
20050893,3
20051311,1
20051651,1
20011741,4
20050894,4
20010013,9
20010073,10
20050812,4
30011380,3
20009941,1
20010063,6
20052896,9
20053109,9
20007954,1
20008840,3
20015778,1
20009928,12
20010017,31
20051054,2
20007107,1
20011448,4
20008623,5
20010291,12
20016063,2
20050791,5
20050870,5
20050917,8
20051889,2
20051073,7
20054264,2
20008077,18
20010038,5
20015582,40
20052798,10
20010039,10
20016293,1
20009906,13
20009951,8
30004562,1
30003384,1
30016055,2
30016081,10
30016081,6
20009934,10
20009952,12
30001761,1
30011372,3
20008085,4
20050847,1
20050947,1
20007808,18
20016286,77
20002372,1
20006808,1
20006853,1
20006854,2
20006868,2
10004041,9
30017015,5
30017013,122
30016944,1
30017127,1
30017852,9
30018557,8
30017254,1
30018404,86
30017715,8
30017778,1
30017729,1
38001453,87
30018200,1
30018200,1
30018201,1
30018211,2
30018217,1
80100014,2
20098352,2
30017443,17
30017444,2
30017446,426
20098194,3
20098222,1
20098348,1
20093568,1
20015573,1
30018114,57
20057145,1
20058074,131
20058232,10
20001648,1
20004346,2
20006796,24
20012132,6
20001952,5
20001957,23
20004223,1
20001962,94
20012470,8
20013096,1
20015316,1
20001920,8
20001956,1
20004272,2
20007056,1
20007057,4
20015951,4
20001665,1
20001967,9
20003640,2
20007906,3
20012462,9
20013015,2
20013095,6
20058343,1
20058347,2
20016265,2
20058340,1
20058344,1
20059182,1
20101162,1
20101163,1
20101164,1
20101167,2
20011991,2
20058342,1
20007933,2
20003871,3
20006257,4
20006260,4
20001944,5
20003500,3
20003896,1
20012220,2
20050846,2
20050946,2
20051294,3
20001211,24
30004776,2
30004788,4
20050840,25
20050940,27
30004749,1
30004728,13
20058813,5
20058856,2
20058265,3
20058268,2
20058269,2
20058172,15
20058196,4
20058288,10
20058289,10
20058495,1
20058885,3
20058139,2
20058173,19
20058208,2
20058214,7
20058249,1
20058266,4
20058293,7
20058310,15
20058439,2
20058894,8
20057856,6
20057876,4
20058283,1
20058284,4
20058335,3
20058336,3
20058794,2
20058854,3
20059084,1
20059063,1
20059127,1
20058305,2
20058791,1
20059119,3
30011417,3
20058496,1
30011374,1
20049589,1
20049590,1
20049591,2
20049613,5
20049613,2
20049615,2
20049627,2
20049630,2
20049631,2
20049634,2
20058274,1
20058279,1
20058443,2
20058587,6
20058869,6
20059050,1
30004570,2
30018682,2
20057846,6
20058270,2
20058280,1
20058804,14
20058870,3
20058890,1
20059158,1
20059159,1
20058156,4
20058180,9
20058228,3
20057899,8
20058178,13
20058188,14
20058191,4
20058259,5
20058181,18
20058186,1
20058192,10
20058193,10
20058202,1
20058203,1
20058240,6
20058881,7
20058882,7
20058183,21
20058184,14
20058187,5
20058189,5
20058197,4
20058200,4
20058201,4
20058206,1
20058207,1
20058182,3
20058185,3
20058194,4
20058195,4
20058198,4
20058199,4
20058204,1
20058205,1
20058258,6
20058702,6
20058629,7
20057840,4
20058015,1
20058210,1
20058253,2
20058848,1
20058871,3
20058909,1
20059019,9
20058271,6
20058295,1
20058300,14
20058301,8
20058747,6
20058278,18
20058348,19
20058713,12
20058789,2
20058893,3
20058831,2
20058888,4
20058313,7
20058314,6
20058465,31
20057993,4
20058251,2
20058252,16
20058273,3
20059083,1
20057729,1
20015837,99
20058254,2
20058272,1
20058634,14
20057976,5
20049588,2
20049599,2
20049621,4
20058209,2
20058833,3
20058838,1
20058229,3
20058215,5
30001876,10
30001954,1
30001898,12
30000982,2
30002776,1
20080082,1
20090070,1
30000214,1
30012957,2
30012958,2
30012960,1
30012962,1
20000953,1
20057525,2
20057535,3
20057553,2
20057545,2
20057566,2
20057550,1
20057552,2
20057563,1
20066479,1
20067524,2
20106617,2
20057655,2
20057660,5
20101101,14
20101102,14
20009705,2
20057641,3
20009737,1
20009688,2
20057638,2
20057643,2
20009413,20
20009682,8
20057636,2
20057652,15
20009722,1
20057637,3
20059431,6
20067528,2
20057589,22
20009370,6
20009371,2
20009680,8
20009689,4
20009690,10
20009489,2
20009512,2
20009645,1
20066473,4
20009678,4
20009701,9
20066474,2
20009843,2
20009846,4
20057522,18
20057610,1
20066482,5
20067648,2
30002539,1
20057633,4
20057858,2
20009304,17
20057501,1
20057693,9
20101095,2
20009634,4
20009647,2
20009591,46
20067628,12
20009624,41
20009702,6
20057648,45
20057600,2
20057603,2
20057609,1
20057692,6
20009421,10
20056935,3
20058738,6
20009405,14
20009415,2
20057542,18
20057651,3
20009719,4
20009718,4
20009526,12
20057531,6
20009728,151
20009431,2
20057668,22
20057675,1
20058609,3
20058610,3
20009844,4
20009460,2
20009461,2
20009845,8
20009847,4
20067625,4
20057554,2
20009666,1
20009762,8
20009667,4
20057647,38
20058008,1
20058011,1
20058012,1
20058039,1
20058009,1
20058013,2
20058749,1
20058756,4
20009538,4
20057680,1
20009505,5
20101104,4
20009453,3
30011950,2
20068897,8
20068898,8
20068899,16
20071403,16
20071404,16
20073108,16
20078547,1
20079018,1
20079019,1
20080083,10
20094588,3
20094589,8
20078732,2
20078847,1
30000880,1
20069494,8
20070778,4
20070779,8
20070799,8
20070811,8
20071657,2
20072963,5
20081245,24
20082340,1
20087446,18
20087998,2
20087999,2
20088390,2
20088391,2
20088392,4
20089048,1
20090096,1
20090475,16
20077094,1
20078444,2
20084916,1
20085994,1
20086016,2
20071318,8
20084713,2
20084992,1
20085245,1
20087980,1
20089685,16
20093487,3
20094586,16
20069031,2
20070523,1
20071447,4
20072542,7
20074021,5
20076611,5
20080442,1
20080517,4
20081438,1
20083732,2
20085971,1
20087208,16
20090955,1
20093361,2
20094048,1
20085949,1
20085997,1
20078392,1
20078889,1
20084999,1
20085797,1
20085948,1
20068969,1
20070502,2
20071349,2
20072758,1
20074415,1
20075688,2
20075690,2
20078318,2
20078951,1
20080202,1
20080203,1
20084355,2
20085016,1
20085623,1
20087731,2
20087953,3
20087991,2
20090717,3
20068833,2
20069030,3
20070490,8
20070524,1
20071235,3
20071319,8
20073736,2
20075107,2
20076786,1
20077707,4
20078828,1
20079435,15
20081347,40
20082025,6
20082092,8
20085494,3
20087057,20
20087058,20
20087147,3
20087198,10
20087209,10
