Material,Total Qty
35002632,1
35002635,2
35002637,22
35002640,4
35002640,20
35002647,7
35002651,16
35002658,1
35002660,1
35002660,1
35002661,14
35002661,10
35002662,2
35002666,2
35002669,1
35002674,3
35002675,3
35002678,3
35002680,38
35002682,6
35002683,256
35002683,309
35002683,178
35002688,1
35002701,1
35002709,3
35002712,4
35002713,2
35002714,1
35002716,1
35002720,1
35002724,7
35002727,1
35002729,9
35002730,2
35002732,1
35002735,3
35002739,1
35002740,1
35002741,1
35002745,37
35002747,2
35002751,5
35002753,4
35002754,1
35002755,4
35002758,1
35002760,2
35002763,43
35002768,4
35002780,4
35003614,2
35003649,94
35003649,7
35003652,4
35003690,1
35003697,1
35003722,1
35003723,1
35003730,1
35003751,2
35003751,2
35003755,1
35003756,2
35003756,2
35003768,1
35003769,1
35003770,2
35003771,2
35003816,1
35003826,1
35003844,1
35003844,2
35003845,1
35003872,2
35003873,1
35003875,1
35003876,1
35003878,3
35003879,1
35003883,11
35003985,2
35003987,2
38000016,8
38000027,1
38000037,5
38000041,1
38000045,81
38000064,2
38000162,2
38000200,2
38000202,2
38000236,1
38000247,3
38000248,4
38000250,6
38000263,7
38000270,1
38000285,2
38000300,2
38000311,1
38000315,496
38000319,4
38000321,1
38000322,1
38000331,"1,425"
38000332,2
38000339,56
38000351,1
38000352,1
38000356,20
38000362,1
38000374,1
38000397,1
38000410,1
38000460,2
38000461,2
38000462,1
38000484,3
38000519,1
38000544,2
38000733,2
38000733,2
38000739,16
38000739,16
38000776,2
38000888,"1,594"
38000941,1
38000942,3
38000949,5
38001123,1
38001127,1
38001159,1
38001167,3
38001466,37
38001494,2
38001760,1
38001768,1
38001771,2
38004171,1
38004426,1
38004444,1
38004503,14
38004554,2
38004600,4
38004665,1
38004666,1
38005189,1
38005195,5
38005196,18
40100128,1
40100339,1
40100340,1
40100397,1
40100484,1
40100500,1
40100506,1
40100529,1
40100534,2
40100561,4
40100592,3
40100607,1
40100635,1
40100641,2
40100662,2
40100683,2
40100684,4
40100721,1
40100735,1
40100740,1
40100755,33
40100778,1
40100848,12
40100851,1
40100852,1
40100865,1
40100866,2
40100907,3
40100913,1
40100919,4
40100924,2
40100965,2
40101035,1
40101068,1
40101068,59
40101069,1
40101069,24
40101070,2
40101070,20
40101071,20
40101072,22
40101073,29
40101074,13
40101074,3
40101084,2
40101090,1
40101274,24
40101275,1
40101278,1
40101284,2
40101284,11
40101290,2
40101291,1
40101294,1
40101296,87
40101297,21
40101297,59
40101300,1
40101301,38
40101303,3
40101307,1
40101308,1
40101323,1
40101362,2
40101363,13
40101365,2
40101427,36
40101428,18
40101481,1
40101482,1
40101484,1
40101507,1
40101508,1
40101519,48
40101720,1
40101979,1
40102075,1
40102294,5
40102351,2
40102352,2
40102360,"3,000"
40102360,"5,000"
40102369,1
40102389,1
40102390,1
40102394,1
40102400,1
40102401,1
40102402,1
40102404,3
40102405,1
40102416,1
40102417,1
40102418,1
40102421,2
40102424,1
40102425,1
40102426,1
40102432,1
40200019,30
40200025,66
40200046,"5,125"
40200048,5
40200078,13
40200113,80
40200357,1
40200481,30
40200482,18
40200602,100
40200607,54
40200620,92
40200630,40
40200640,30
40200653,1
40200659,1
40200664,1
40200666,2
40200667,1
40200673,"1,571"
40200709,50
40213608,"1,230"
40213608,"4,620"
40213609,490
40214090,"1,080"
40214091,200
40214160,40
40214183,"6,550"
40214227,1
40214235,150
40214236,50
40214237,95
60100000,2
60100004,1
60100044,5
60100051,2
60100052,32
60100053,22
60100069,1
60100093,1
60100147,1
60100148,1
60100149,1
60100150,1
60100151,1
60100152,1
60100153,1
60100159,10
60101441,10
60101442,10
60103441,20
60103457,20
60103458,20
60103459,2
60103460,10
60103470,18
60103473,10
60103474,16
60103475,20
60103479,22
60103481,2
60103482,100
60103484,5
60103485,10
60103488,100
60103489,4
60103490,2
60103491,2
60103492,20
60103493,2
60103510,5
60103534,2
60103535,2
60103536,10
60103537,3
60103539,1
60103540,1
60103541,1
60103542,1
60103544,3
60103545,3
70100005,1
70100007,2
70100008,1
70100009,2
70100010,1
70100037,1
70100109,2
70100110,2
70100146,4
70100147,2
70100165,37
70100166,1
70100167,2
70100168,2
70100169,2
70100170,2
70100172,3
70100172,1
70100176,1
70100177,1
70100178,1
70100179,1
70100190,3
70100191,8
70100195,5
70100197,1
70100198,1
70100198,1
70100199,1
70100200,1
70100201,1
70100207,2
70100209,2
70100210,1
70100211,2
70100216,1
70100217,2
70100218,1
70100219,3
70100222,3
70100222,8
70100223,1
70100224,2
70100225,2
70100227,8
70100228,8
70100229,2
70100230,1
70100231,1
70100238,3
70100240,1
70100244,3
70100245,3
70100247,1
70100248,1
70100249,3
70100250,1
70100251,1
70100252,1
70100253,1
70100254,2
70100255,16
70100256,1
70100256,1
70100257,1
70100258,18
70100259,1
70100259,1
70100260,1
70100261,1
70100262,1
70100262,1
70100263,1
70100264,4
70100266,4
70100267,1
70100268,2
70100268,1
70100270,1
70100271,4
70100272,1
70100273,1
70100275,2
70100275,2
70100276,1
70100277,2
70100278,1
70100278,1
70100279,1
70100279,1
70100280,1
70100281,1
70100281,1
70100282,1
70100283,3
70100284,1
70100286,1
70100334,1
70100347,1
70100347,5
70100362,1
70100366,2
70100377,1
70100381,2
70100382,1
70100388,1
70100394,1
70100397,3
70100399,2
70100402,2
70100403,4
70100404,4
70100405,2
70100406,4
70100407,6
70100408,1
70100409,2
70100412,1
70100413,1
70100414,1
70100417,1
70100422,1
70100427,1
70100428,1
70100429,1
70100432,1
70100433,1
70100434,4
70100435,4
70100437,2
70100438,2
70100439,1
70100440,1
70100442,1
70100443,1
70100444,1
70100737,5
70100775,10
70100776,10
70100968,4
70100969,4
70101293,10
70101304,4
70101307,150
70101331,24
70101421,24
70101422,20
70101478,8
70101691,1
70101692,1
70101693,1
70101694,1
70101699,3
70101702,2
70101703,3
70101707,1
70102150,50
70102166,2
70102167,2
70102168,1
70102169,6
70102170,10
70102171,200
70102174,25
70102176,25
70102177,25
70102247,1
70102250,1
70102262,5
70102271,3
70102282,30
70102289,160
70102290,10
70102292,65
70102296,1
70102297,1
70102298,2
70102301,67
70102312,1
70102326,10
70102328,8
70102329,6
70102332,7
70102334,7
70102336,2
70102345,2
70102358,1
70102370,1
70102371,1
70102411,1
70102449,2
70102450,2
70102456,4
70102462,1
70102472,1
70102474,2
70102490,1
70102491,20
70102495,1
70102496,1
70102497,1
70102498,1
70102499,1
70102500,1
70102501,1
70102502,1
70102575,1
70102577,1
70102579,1
70102580,1
70102581,1
70102582,1
70102583,1
70102584,1
70102587,10
70102588,10
70102589,10
70102603,1
70102604,1
70102605,1
70102606,1
70102607,2
70102608,2
70102646,2
70102669,1
70102670,1
80100037,1
80100071,80
80100071,1
80100071,1
80100071,1
80100150,10
80100151,10
80100152,10
80100153,10
80100154,10
80100307,"2,000"
80100335,"2,000"
80100354,20
80100354,1
80100354,1
80100354,2
80100358,706
80100358,0
80100358,292
80100359,"1,30,375"
80100359,"2,19,625"
80100361,1
80100380,28
80100419,1
80100420,1
80100421,1
80100427,1
80100434,2
80100439,1
80100440,2
80100442,1
80100446,1
80100446,1
80100452,1
80100455,1
80100467,8
80100468,1
80100468,1
80100471,1
80100472,1
80100479,1
80100480,1
80100492,1
80100496,2
80100499,3
80100501,2
80100503,1
80100509,1
80100510,1
80100513,1
80100513,1
80100517,650
80100517,583
80100518,25
80100518,"4,975"
80100520,"1,000"
80100520,"1,645"
80100520,"3,355"
80100531,2
80100542,620
80100542,"7,380"
80100578,1
80100580,1
80100581,1
80100582,1
80100584,1
80100586,1
80100590,1
80100591,3
80100592,1
80100599,10
80100616,1
80100617,1
80100621,9
80100622,107
80100623,225
80100624,259
80100625,136
80100626,9
80100630,14
80100631,2
80100634,"1,000"
80100635,"1,000"
80100652,1
80100652,1
80100654,29
80100659,1
80100676,20
80100680,6
80100682,4
80100702,1
80100704,1
80100706,1
80100706,1
80100707,1
80100708,1
80100710,300
80100710,800
80100710,"3,900"
80100723,1
80100782,1
80100789,1
80100790,29
80100790,4
80100790,3
80100790,29
80100790,1
80100790,18
80100790,4
80100791,1
80100792,1
80100793,1
80100794,1
80100795,1
80100796,2
80100797,1
80100798,1
80100799,1
80100801,1
80100802,1
80100803,1
80100804,1
80100805,1
80100806,1
80100807,1
80100808,1
80100811,2
80100812,1
80100813,3
80100814,1
80100815,1
80100816,1
80100817,128
80100818,3
80100819,1
80100820,1
80100821,1
80100822,1
80100822,1
80100824,1
80100826,8
80100827,1
80100828,2
80100829,1
80100830,1
80100831,1
80100833,5
80100833,2
80100834,1
80100836,1
80100837,1
80100838,1
80100839,1
80100840,1
80100840,2
80100840,23
80100840,76
80100840,19
80100840,283
80100841,1
80100842,1
80100843,1
80100843,1
80100844,1
80100845,1
80100847,1
80100848,4
80100850,1
80100852,1
80100862,1
80100864,2
80100882,1
80100914,2
80100942,10
80100948,1
80100949,105
80100950,"5,000"
80100951,24
80100957,6
80100960,450
80100961,1
80100965,1
80101008,504
80101009,13
80101012,1
80101014,1
80101018,8
80101025,1
80101026,1
80101027,1
80101029,5
80101031,200
80101032,300
80101034,21
80101036,188
80101045,1
80101046,1
80101047,1
80101057,1
80101064,"15,500"
80101068,2
80101072,1
80101076,1
80101096,2
80101111,863
80101111,6
80101111,"1,143"
80101112,"68,699"
80101112,"33,345"
80101113,"3,707"
80101113,"5,293"
80101114,"8,984"
80101114,"15,540"
80101115,"9,825"
80101115,175
80101117,1
80101141,"1,050"
80101144,0
80101144,263
80101144,82
80101144,330
80101144,1
80101148,20
80101149,20
80101151,1
80101152,1
80101152,1
80101155,5
80101158,90
80101159,2
80101160,1
80101161,1
80101171,3
80101172,4
80101176,4
80101181,13
80101183,1
80101185,1
80101185,1
80101186,2
80101186,28
80101187,2
80101187,18
80101188,1
80101188,8
80101189,20
80101193,2
80101193,1
80101194,2
80101195,2
80101202,4
80101212,"9,500"
80101216,1
80101217,1
80101224,722
80101226,45
80101227,80
80101229,19
80101230,200
80101231,170
80101232,72
80101236,263
80101244,2
80101251,1
80101252,1
80101253,1
80101254,1
80101256,2
80101256,3
80101257,8
80101259,2
80101261,2
80101262,1
80101265,2
80101267,200
80101268,200
80101272,10
80101292,100
80101293,100
80101294,100
80101295,100
80101296,1
80101296,1
80101298,1
80101300,510
80101303,3
80101308,1
80101325,1
80101326,1
80101331,1
80101332,1
80101332,9
80101333,"1,915"
80101338,2
80101352,"1,000"
80101353,1
80101354,8
80101355,4
80101356,1
80101357,0
80101358,0
80101359,1
80101360,2
80101361,1
80101362,1
80101363,1
80101388,20
80101389,20
80101395,430
80101396,1
80400002,1
80400004,1
80400005,1
80400007,1
80400008,1
80400009,1
80400010,1
80400011,1
80400012,1
80400013,1
80400014,1
80400015,1
80400017,1
80400019,1
80400025,1
80400026,1
80400027,1
80400029,1
80400030,1
80400033,1
80400034,1
80400035,1
80400036,1
80400037,1
80400038,1
80400039,1
80400040,1
80400041,1
80400042,1
80400043,1
80400044,1
80400045,1
80400047,1
80400048,1
80400049,1
80400050,1
80400051,1
80400052,1
80400053,1
80400054,1
80400056,1
80400057,1
80400058,1
80400059,1
80400060,1
80400061,1
80400064,1
80400066,1
80400068,1
80400068,1
80400069,1
80400070,1
80400071,1
80400072,1
80400073,1
80400074,1
80400075,1
80400076,1
80400078,1
80400079,1
80400080,1
80400081,1
80400081,1
80400082,1
80400083,1
80400084,1
80400085,1
80400086,1
80400087,1
80400088,1
80400089,1
80400090,1
80400092,1
80400092,1
80400093,2
80400094,1
80400095,1
80400096,1
80400098,1
80400099,1
80400100,1
80400101,1
80400102,1
80400103,1
80400104,1
80400105,1
80400105,1
80400106,1
80400107,1
80400108,1
80400109,1
80400110,1
80400111,1
80400112,1
80400113,1
80400114,1
80400115,1
80400116,1
80400117,1
80400118,1
80400119,1
80400120,1
80400121,1
80400122,1
80400123,1
80400124,1
80400125,1
80400126,1
80400127,1
80400128,1
80400128,1
80400128,1
80400129,1
80400130,1
80400131,1
80400132,1
80400133,1
80400134,1
80400135,1
80400136,1
80400137,1
80400138,1
80400139,1
80400140,1
80400141,1
80400142,1
80400143,1
80400144,1
80400145,1
80400146,1
80400147,1
80400147,1
80400148,0
80400149,1
80400150,1
80400151,1
80400152,1
80400153,1
80400154,1
80400154,1
80400155,1
80400156,1
80400157,1
80400158,1
80400159,1
80400160,1
80400161,1
80400162,1
80400163,1
80400164,1
80400165,1
80400166,1
80400166,1
80400167,1
80400168,1
80400169,1
80400170,1
80400171,1
80400172,1
80400173,1
80400174,1
80400175,1
80400176,1
80400177,1
80400178,1
80400178,1
80400179,1
80400180,1
80400181,1
80400181,1
80400182,1
80400185,1
80400186,1
80400187,1
80400188,1
80400189,1
80400190,1
80400191,1
80400192,1
80400193,1
80400194,1
80400195,1
80400196,1
80400197,1
80400198,1
80400199,1
80400200,1
80400201,1
80400202,1
80400203,2
80400204,1
80400205,1
80400206,1
80400207,1
80400208,1
80400209,1
80400209,1
80400210,1
80400210,1
80400211,1
80400212,1
80400213,1
80400214,1
80400214,1
80400215,1
80400216,1
80400217,1
80400218,1
80400219,1
80400220,1
80400221,1
80400222,1
80400223,1
80400224,1
80400225,1
80400226,1
80400227,1
80400228,1
80400229,1
80400230,1
80400232,1
80400233,1
80400234,2
80400235,1
80400237,1
80400238,1
80400238,1
80400239,1
80400240,1
80400241,1
80400242,1
80400243,1
80400243,1
80400244,1
80400245,1
80400246,1
80400246,1
80400247,1
80400248,1
80400249,1
80400250,1
80400250,1
80400251,1
80400253,2
80400253,1
80400254,1
80400255,1
80400256,1
80400257,1
80400257,1
80400257,1
80400258,1
80400259,1
80400259,1
80400260,1
80400260,1
80400262,1
80400262,1
80400263,1
80400265,1
80400266,1
80400267,1
80400269,1
80400270,1
80400271,1
80400272,1
80400273,1
80400274,1
80400275,1
80400276,1
80400277,1
80400278,1
80400280,1
80400282,1
80400283,1
80400284,1
80400285,1
80400286,1
80400287,1
80400288,1
80400289,1
80400290,1
80400294,1
80400295,1
80400296,1
80400297,1
80400298,1
80400299,1
80400300,1
80400302,1
80400303,1
80400304,1
80400305,1
80400306,1
80400307,1
80400308,1
80400309,1
80400310,1
80400312,1
80400313,1
80400314,1
80400316,1
80400323,1
80400324,1
80400325,1
80400326,1
80400328,1
80400329,1
80400330,1
80400331,1
80400332,1
80400333,1
80400334,1
80400335,1
80400336,1
80400337,1
80400338,1
80400340,1
80400342,1
80400343,1
80400344,1
80400345,1
80400346,1
80400349,1
80400351,1
80400352,1
80400353,1
80400354,1
80400355,1
80400357,1
80400359,1
80400360,1
80400361,1
80400362,1
80400363,1
80400365,1
80400369,1
80400370,1
80400371,1
80400376,2
80400377,1
80400378,1
80400380,1
80400381,1
80400382,1
80400383,1
80400384,1
80400385,1
80400386,1
80400387,1
80400391,1
80400393,1
80400394,1
80400395,1
80400396,1
80400399,1
80400400,1
80400401,1
80400402,1
80400405,1
80400408,1
80400409,1
80400410,1
80400411,1
80400412,1
80400413,1
80400414,1
80400416,1
80400417,1
80400419,1
80400421,1
80400422,1
80400423,1
80400424,1
80400425,1
80400426,1
80400427,1
80400428,1
80400429,1
80400430,1
80400431,1
80400432,1
80400433,1
80400434,1
80400435,1
80400436,1
80400437,1
80400439,1
80400440,1
80400441,1
80400442,1
80400445,1
80400446,1
80400450,1
80400451,1
80400452,1
80400454,1
80400456,1
80400457,1
80400458,1
80400459,1
80400460,1
80400461,1
80400462,1
80400463,1
80400464,1
80400465,1
80400466,1
80400468,1
80400469,1
80400471,1
80400472,1
80400473,1
80400474,1
80400475,1
80400476,1
80400478,1
80400479,1
80400480,1
80400482,1
80400483,1
80400484,1
80400485,1
80400486,1
80400487,1
80400488,1
80400489,1
80400490,1
80400491,1
80400492,1
80400495,1
80400496,1
80400498,1
80400499,1
80400500,1
80400501,1
80400502,1
80400505,1
80400506,1
80400508,1
80400509,1
80400515,1
80400516,1
80400516,1
80400517,1
80400518,1
80400519,1
80400520,1
80400521,1
80400523,1
80400524,1
80400525,1
80400527,1
80400528,1
80400530,1
80400531,1
80400532,1
80400534,1
80400536,2
80400541,1
80400542,1
80400543,1
80400544,1
80400546,1
80400547,1
80400548,1
80400549,2
80400551,1
80400553,1
80400554,1
80400555,1
80400556,1
80400557,1
80400558,1
80400561,1
80400562,1
80400563,1
80400565,1
80400566,1
80400568,1
80400571,1
80400572,1
80400575,1
80400577,1
80400578,1
80400579,1
80400580,1
80400581,1
80400582,1
80400583,1
80400584,1
80400585,1
80400586,2
80400587,1
80400588,1
80400589,1
80400591,1
80400592,1
80400593,1
80400594,1
80400595,1
80400596,1
80400597,1
80400598,1
80400599,1
80400600,1
80400601,1
80400602,1
80400603,1
80400604,1
80400605,1
80400611,1
80400612,1
80400613,1
80400614,1
80400615,1
80400616,1
80400617,1
80400618,1
80400619,1
80400620,1
80400622,1
80400623,1
80400624,1
80400625,1
80400626,1
80400627,1
80400628,1
80400629,1
80400632,1
80400633,1
80400634,1
80400635,1
80400636,1
80400637,1
80400639,1
80400640,1
80400641,1
80400642,1
80400644,1
80400645,1
80400646,1
80400647,1
80400648,1
80400649,1
80400650,1
80400651,1
80400652,1
80400653,1
80400656,1
80400657,1
80400658,1
80400659,1
80400660,1
80400661,1
80400663,1
80400665,1
80400665,1
80400667,1
80400669,1
80400670,1
80400673,1
80400674,1
80400675,1
80400677,1
80400683,1
80400685,1
80400686,1
80400687,1
80400689,1
80400690,1
80400690,1
80400691,1
80400692,1
80400693,1
80400695,1
80400696,1
80400701,1
80400706,1
80400707,1
80400708,1
80400711,1
80400711,2
80400713,1
80400714,1
80400715,1
80400716,1
80400717,1
80400718,1
80400719,1
80400720,1
80400721,1
80400722,1
80400724,1
80400725,1
80400726,1
80400728,1
80400730,1
80400731,1
80400734,1
80400735,1
80400736,1
80400737,1
80400738,1
80400739,1
80400740,1
80400741,1
80400743,1
80400747,1
80400748,1
80400749,1
80400750,1
80400753,1
80400757,1
80400758,1
80400759,1
80400760,1
80400762,1
80400763,2
80400765,1
80400768,1
80400770,1
80400772,1
80400773,1
80400775,1
80400776,1
80400777,1
80400778,1
80400779,1
80400780,1
80400781,1
80400782,1
80400783,1
80400784,1
80400785,1
80400786,1
80400789,1
80400790,1
80400791,1
80400792,1
80400793,1
80400794,1
80400798,1
80400800,1
80400801,1
80400803,1
80400806,1
80400807,1
80400808,1
80400809,1
80400811,1
80400812,1
80400813,1
80400814,1
80400815,1
80400816,1
80400817,1
80400819,1
80400820,1
80400821,1
80400822,1
80400824,1
80400825,1
80400826,1
80400827,1
80400830,1
80400831,1
80400832,1
80400833,1
80400845,1
80400846,1
80400848,1
80400849,1
80400850,1
80400852,1
80400853,1
80400854,1
80400855,1
80400856,1
80400857,1
80400861,2
80400863,1
80400864,1
80400867,1
80400869,2
80400873,1
80400874,1
80400875,1
80400876,1
80400877,1
80400878,1
80400879,1
80400880,1
80400882,1
80400883,1
80400885,1
80400893,1
80400897,1
80400901,1
80400901,1
80400905,1
80400911,1
80400913,1
80400914,1
80400919,1
80400920,1
80400922,1
80400923,1
80400924,1
80400925,1
80400926,1
80400927,1
80400928,1
80400929,1
80400931,1
80400937,1
80400944,1
80400945,1
80400946,1
80400947,1
80400948,1
80400949,1
80400951,1
80400951,1
80400952,1
80400953,1
80400954,1
80400957,1
80400959,1
80400961,1
80400963,1
80400966,1
80400968,1
80400970,1
80400972,1
80400973,1
80400975,1
80400977,1
80400978,1
80400984,1
80400985,1
80400987,1
80400988,1
80400990,1
80400991,1
80400992,1
80400993,1
80400994,1
80400997,1
80400998,1
80400999,1
80401000,1
80401001,1
80401002,1
80401003,1
80401004,1
80401005,1
80401006,1
80401008,1
80401009,1
80401010,1
80401011,1
80401012,1
80401013,1
80401014,1
80401015,1
80401016,1
80401017,1
80401018,1
80401019,1
80401020,1
80401021,1
80401022,1
80401023,1
80401024,1
80401025,1
80401026,1
80401027,1
80401033,1
80401035,1
80401036,1
80401037,1
80401038,1
80401039,1
80401040,1
80401041,1
80401042,1
80401043,1
80401044,1
80401045,1
